CCLE Cell Line Name	Primary Cell Line Name	Compound	Target	Doses (uM)	Activity Data (median)	Activity SD	Num Data	FitType	EC50 (uM)	IC50 (uM)	Amax	ActArea
NCIH2009_LUNG	NCI-H2009	Sorafenib	RTK	.0025,.0080,.025,.080,.25,.80,2.53,8	2.18,-1.1,3.61,17.0,10.5,10.9,-3.1,-2.4	5.30,19.3,8.72,4.15,9.48,23.1,5.49,22.8	8	Constant	NA	8	4.94149971	0
NCIH2023_LUNG	NCI-H2023	Sorafenib	RTK	.0025,.0080,.025,.080,.25,.80,2.53,8	7.96,18.8,-2.5,3.67,35.0,1.17,27.2,8.63	9.94,8.38,1.06,.29,2.26,20.0,0,32.4	8	Constant	NA	8	13.2271862	0.006447
NCIH2030_LUNG	NCI-H2030	Sorafenib	RTK	.0025,.0080,.025,.080,.25,.80,2.53,8	3.26,-.52,2.62,2.99,3.16,5.10,-5.5,-59	2.99,4.63,6.55,.95,0,22.2,10.1,2.24	8	Sigmoid	3.788349628	5.207033157	-59.09223557	0.5507
NCIH2085_LUNG	NCI-H2085	Sorafenib	RTK	.0025,.0080,.025,.080,.25,.80,2.53,8	-12,-2.2,6.99,-11,5.49,1.14,17.7,-25	29.2,20.1,9.75,11.6,1.69,2.42,8.79,12.6	8	Constant	NA	8	1.621372581	0.5017
NCIH2087_LUNG	NCI-H2087	Sorafenib	RTK	.0025,.0080,.025,.080,.25,.80,2.53,8	-10,-7.4,-9.1,-4.7,12.2,13.3,-18,-58	.23,4.05,5.31,6.31,3.90,14.5,3.81,7.57	8	Sigmoid	3.202548027	4.511748314	-57.53520966	1.0198
NCIH211_LUNG	NCI-H211	Sorafenib	RTK	.0025,.0080,.025,.080,.25,.80,2.53,8	-5.9,3.37,-7.7,-4.2,2.60,7.35,-3.4,-44	14.0,2.36,6.48,3.19,11.3,7.50,21.8,2.25	8	Sigmoid	2.187543392	8	-46.73141098	0.7736
NCIH2122_LUNG	NCI-H2122	Sorafenib	RTK	.0025,.0080,.025,.080,.25,.80,2.53,8	3.01,4.97,11.1,20.6,14.7,.077,6.31,-57	10.6,31.2,4.47,2.28,22.2,13.6,24.3,4.98	8	Sigmoid	8.20650458	7.538781166	-56.8564415	0.4757
NCIH2170_LUNG	NCI-H2170	Sorafenib	RTK	.0025,.0080,.025,.080,.25,.80,2.53,8	-13,-10,3.55,11.4,3.43,10.8,1.11,-31	19.1,.26,2.06,11.6,2.24,8.24,7.29,9.14	8	Sigmoid	4.671964645	8	-30.66333771	0.1748
NCIH2172_LUNG	NCI-H2172	Sorafenib	RTK	.0025,.0080,.025,.080,.25,.80,2.53,8	-68,-77,-9.1,-27,27.8,8.32,-9.7,.19	15.6,16.4,29.1,24.0,41.0,2.91,6.65,67.4	8	Linear	NA	0.026705228	-72.72377014	0.3295
NCIH2228_LUNG	NCI-H2228	Sorafenib	RTK	.0025,.0080,.025,.080,.25,.80,2.53,8	-14,-14,.63,-5.6,4.29,6.52,2.51,-41	4.80,11.5,1.18,5.61,2.99,7.26,6.37,7.61	8	Sigmoid	7.658344746	8	-40.52030182	0.5604
NCIH226_LUNG	NCI-H226	Sorafenib	RTK	.0025,.0080,.025,.080,.25,.80,2.53,8	6.99,-12,2.55,-22,24.8,9.86,24.9,-43	2.12,10.4,5.76,.54,3.57,14.5,7.00,3.60	8	Linear	NA	8	-41.05742645	0.5957
NCIH2286_LUNG	NCI-H2286	Sorafenib	RTK	.0025,.0080,.025,.080,.25,.80,2.53,8	-4.9,-8.1,6.18,3.31,11.2,12.4,8.73,-80	11.1,3.98,7.12,7.28,11.6,3.58,7.85,1.32	8	Sigmoid	8.07838632	7.001390934	-79.54859924	1.2132
NCIH23_LUNG	NCI-H23	Sorafenib	RTK	.0080,.025,.080,.25,.80,2.53,8	-.11,3.30,-8.7,6.59,18.6,10.9,-19	8.77,18.5,2.87,22.1,2.64,10.6,31.4	7	Constant	NA	8	2.888412952	0.3285
NCIH2444_LUNG	NCI-H2444	Sorafenib	RTK	.0025,.0080,.025,.080,.25,.80,2.53,8	.025,22.4,8.38,.94,-1.3,-12,-3.4,15.7	11.7,12.4,11.7,10.5,14.5,13.4,42.5,7.66	8	Constant	NA	8	7.877635956	0.1305
NCIH322_LUNG	NCI-H322	Sorafenib	RTK	.0025,.0080,.025,.080,.25,.80,2.53,8	10.6,-1.1,9.75,-.33,9.76,7.29,17.2,-7.7	5.56,8.96,.030,1.71,7.25,7.14,1.89,8.17	8	Constant	NA	8	5.910589218	0
NCIH3255_LUNG	NCI-H3255	Sorafenib	RTK	.0025,.0080,.025,.080,.25,.80,2.53,8	-10,4.77,5.02,-.64,13.5,2.30,-.24,-3.3	8.60,12.1,5.26,.27,21.0,13.3,10.2,3.24	8	Constant	NA	8	-0.673103869	0.1257
NCIH358_LUNG	NCI-H358	Sorafenib	RTK	.0025,.0080,.025,.080,.25,.80,2.53,8	-10.0,-5.7,3.06,1.16,-.89,11.3,-5.2,-47	7.66,5.20,5.78,5.95,5.81,.40,.25,5.94	8	Sigmoid	3.860264778	8	-47.15472412	0.4633
NCIH441_LUNG	NCI-H441	Sorafenib	RTK	.0080,.025,.080,.25,.80,2.53,8	4.92,16.1,-4.8,8.10,7.16,11.3,-24	.73,6.07,2.66,3.67,4.34,.75,9.59	7	Sigmoid	8.927364658	8	-24.27414131	0.2335
NCIH460_LUNG	NCI-H460	Sorafenib	RTK	.0025,.0080,.025,.080,.25,.80,2.53,8	-3.1,-11,-1.7,10.9,1.30,12.1,21.5,2.97	6.22,6.29,4.37,6.06,.54,2.78,7.67,6.88	8	Linear	NA	8	-12.19339943	0.1393
NCIH520_LUNG	NCI-H520	Sorafenib	RTK	.0025,.0080,.025,.080,.25,.80,2.53,8	-8.2,-9.6,.64,-10.0,17.6,9.94,6.72,-31	14.0,5.43,5.22,3.74,4.81,12.1,4.39,8.93	8	Sigmoid	8.097415132	8	-30.92501831	0.4904
NCIH522_LUNG	NCI-H522	Sorafenib	RTK	.0025,.0080,.025,.080,.25,.80,2.53,8	27.7,4.67,-19,-13,6.84,10.4,13.0,-20	27.5,27.2,4.16,1.12,20.3,25.1,18.7,7.96	8	Linear	NA	8	-19.86928749	0.5832
NCIH647_LUNG	NCI-H647	Sorafenib	RTK	.0025,.0080,.025,.080,.25,.80,2.53,8	1.87,-28,13.6,-14,18.0,-16,-15,-12	4.09,1.36,15.4,14.7,9.10,2.70,1.03,9.99	8	Constant	NA	8	-9.770709038	0.8969
NCIH650_LUNG	NCI-H650	Sorafenib	RTK	.0025,.0080,.025,.080,.25,.80,2.53,8	-18,9.18,4.95,6.03,-1.6,-.055,-7.5,-7.0	20.0,13.5,.50,4.78,3.68,8.26,1.63,13.9	8	Constant	NA	8	0.537539721	0.07339
NCIH661_LUNG	NCI-H661	Sorafenib	RTK	.0025,.0080,.025,.080,.25,.80,2.53,8	-7.5,1.77,-1.2,.97,1.82,7.79,13.0,-9.8	2.02,6.69,1.79,3.73,1.91,6.02,3.79,28.0	8	Constant	NA	8	1.1876477	0.1372
NCIH727_LUNG	NCI-H727	Sorafenib	RTK	.0025,.0080,.025,.080,.25,.80,2.53,8	29.3,9.02,22.3,13.5,15.7,-3.4,-13,-12	6.30,29.9,12.1,6.00,23.4,9.96,24.1,60.6	8	Constant	NA	8	15.43999004	0.2139
NCIH810_LUNG	NCI-H810	Sorafenib	RTK	.0025,.0080,.025,.080,.25,.80,2.53,8	-.072,2.05,1.53,-9.9,8.62,3.39,2.17,-35	8.25,3.04,3.99,4.56,11.3,5.66,5.35,21.6	8	Sigmoid	7.419494152	8	-49.56927872	0.5582
PC14_LUNG	PC-14	Sorafenib	RTK	.0025,.0080,.025,.080,.25,.80,2.53,8	-12,-5.1,-4.4,-4.2,5.25,10.3,13.2,-15	1.67,12.0,1.33,9.83,.090,9.67,1.28,12.1	8	Constant	NA	8	-0.578799963	0.4259
RERFLCAI_LUNG	RERF-LC-AI	Sorafenib	RTK	.0025,.0080,.025,.080,.25,.80,2.53,8	-1.5,-.71,2.29,2.32,10.5,13.8,5.80,-12	6.56,2.14,1.39,2.68,.22,3.97,7.26,4.74	8	Constant	NA	8	2.098568678	0.03211
RERFLCMS_LUNG	RERF-LC-MS	Sorafenib	RTK	.0025,.0080,.025,.080,.25,.80,2.53,8	-11,-.64,24.9,1.48,9.74,18.6,26.3,22.7	5.78,5.64,15.1,13.3,7.71,5.62,3.73,21.5	8	Linear	NA	8	-12.18904018	0.07522
SBC5_LUNG	SBC-5	Sorafenib	RTK	.0025,.0080,.025,.080,.25,.80,2.53,8	-7.1,-4.2,-.15,-1.3,8.78,4.57,-8.9,-61	1.50,1.66,6.26,5.22,6.28,3.75,5.02,4.61	8	Sigmoid	3.811826944	5.130649567	-60.79331207	0.539
SHP77_LUNG	SHP-77	Sorafenib	RTK	.0025,.0080,.025,.080,.25,.80,2.53,8	4.57,-4.4,9.69,-5.6,12.8,-1.4,21.8,11.8	7.79,5.64,12.1,13.9,27.9,17.9,30.7,18.4	8	Constant	NA	8	1.463271141	0.04803
SKLU1_LUNG	SK-LU-1	Sorafenib	RTK	.0025,.0080,.025,.080,.25,.80,2.53,8	.94,-8.4,6.67,-2.6,16.2,20.9,22.0,15.5	4.23,7.77,4.78,2.33,1.80,3.76,27.3,.76	8	Linear	NA	8	-3.646380901	0.02507
SKMES1_LUNG	SK-MES-1	Sorafenib	RTK	.0025,.0080,.025,.080,.25,.80,2.53,8	15.9,-.21,-14,-12,14.8,-.35,.91,-4.3	12.4,36.5,3.37,7.68,13.0,12.0,1.12,10.4	8	Constant	NA	8	0.906897366	0.5808
SQ1_LUNG	Sq-1	Sorafenib	RTK	.0025,.0080,.025,.080,.25,.80,2.53,8	3.71,-17,-15,-17,4.91,-.57,2.86,-12	5.85,29.7,6.51,9.90,9.35,25.4,9.76,13.3	8	Constant	NA	8	-3.362509251	0.6838
SW1271_LUNG	SW 1271	Sorafenib	RTK	.0025,.0080,.025,.080,.25,.80,2.53,8	6.92,7.66,-14,-3.7,6.88,1.45,23.1,-16	4.47,.26,14.0,3.46,3.49,.89,.35,10.0	8	Constant	NA	8	2.989052296	0.3072
SW1573_LUNG	SW 1573	Sorafenib	RTK	.0025,.0080,.025,.080,.25,.80,2.53,8	-15,-12,5.22,6.54,12.8,18.6,18.8,-7.0	10.9,11.1,4.20,9.67,.024,8.71,1.39,1.97	8	Constant	NA	8	5.2192626	0.3386
SW900_LUNG	SW 900	Sorafenib	RTK	.0025,.0080,.025,.080,.25,.80,2.53,8	-39,-15,-8.1,6.33,-14,1.41,-4.4,5.21	2.14,6.61,9.62,7.04,8.28,4.73,3.70,12.1	8	Linear	NA	8	-38.0104866	0.4596
T3M10_LUNG	T3M-10	Sorafenib	RTK	.0025,.0080,.025,.080,.25,.80,2.53,8	17.2,-2.8,1.77,-6.1,13.4,19.7,36.8,21.3	19.1,2.48,15.2,24.3,26.6,12.9,12.2,38.8	8	Constant	NA	8	10.58833599	0
VMRCLCD_LUNG	VMRC-LCD	Sorafenib	RTK	.0025,.0080,.025,.080,.25,.80,2.53,8	2.40,-11,8.88,-3.9,31.0,3.53,34.1,-9.6	12.5,9.80,11.4,23.3,4.83,5.26,43.3,15.9	8	Constant	NA	8	3.224428892	0.8458
A549_LUNG	A549	Irinotecan	TOP1	.0025,.0080,.025,.080,.25,.80,2.53,8	.71,2.51,-.12,-4.3,-27,-81,-102,-109	8.70,.34,6.89,6.58,1.00,.20,.30,.17	8	Sigmoid	0.441799313	0.412400216	-107.9012756	1.7063
CALU1_LUNG	Calu-1	Irinotecan	TOP1	.0025,.0080,.025,.080,.25,.80,2.53,8	-5.3,-3.0,4.64,-13,-27,-37,-49,-74	1.29,.059,13.3,5.91,1.67,2.36,8.85,5.61	8	Sigmoid	3.713831425	1.865310788	-73.02362061	1.8093
COLO677_LUNG	COLO-677	Irinotecan	TOP1	.0025,.0080,.025,.080,.25,.80,2.53,8	-9.1,5.92,-3.8,-.61,-56,-70,-88,-94	2.04,11.0,11.2,9.15,2.94,7.46,3.70,1.25	8	Sigmoid	0.217191115	0.237037167	-86.87741852	3.0738
COLO699_LUNG	COLO-699	Irinotecan	TOP1	.0025,.0080,.025,.080,.25,.80,2.53,8	-5.2,7.10,21.4,-12,-49,-58,-71,-86	.63,1.43,6.68,11.4,6.04,6.77,4.27,9.50	8	Sigmoid	0.179504871	0.301165879	-74.66155243	2.7471
CORL23_LUNG	COR-L23	Irinotecan	TOP1	.0025,.0080,.025,.080,.25,.80,2.53,8	.97,1.68,-3.4,-20,-40,-79,-93,-94	8.27,3.68,6.96,19.0,26.6,8.70,.61,.60	8	Sigmoid	0.459152222	0.491822183	-95.50449371	2.9901
EBC1_LUNG	EBC-1	Irinotecan	TOP1	.0025,.0080,.025,.080,.25,.80,2.53,8	4.34,-4.7,6.50,-20,-82,-85,-89,-88	24.9,10.7,8.68,11.1,.49,1.06,.13,1.75	8	Sigmoid	0.112344429	0.124000698	-87.50523376	3.5052
GLC82_LUNG	GLC-82	Irinotecan	TOP1	.0025,.0080,.025,.080,.25,.80,2.53,8	-2.8,-9.4,4.92,-11,-13,-50,-63,-89	13.5,2.12,13.6,2.92,1.09,3.12,5.61,4.94	8	Sigmoid	1.160270333	1.126153827	-86.86480713	2.2821
HCC2935_LUNG	HCC2935	Irinotecan	TOP1	.0025,.0080,.025,.080,.25,.80,2.53,8	-20,7.60,19.2,5.24,-20,-39,-59,-75	.24,8.99,22.1,38.0,19.8,6.00,.73,.69	8	Sigmoid	0.890125155	1.382619977	-73.40992737	1.7352
HCC4006_LUNG	HCC4006	Irinotecan	TOP1	.0025,.0080,.025,.080,.25,.80,2.53,8	7.07,4.95,2.43,-20,-35,-55,-76,-92	13.3,21.9,17.0,13.1,14.2,16.2,11.8,.69	8	Sigmoid	0.556358397	0.572342813	-91.50949097	2.5662
IALM_LUNG	IA-LM	Irinotecan	TOP1	.0025,.0080,.025,.080,.25,.80,2.53,8	-22,7.93,-20,-10,-25,-39,-73,-83	2.60,9.73,9.65,1.47,27.8,.16,2.47,1.96	8	Sigmoid	1.037106991	1.086725235	-81.44250488	2.821
LCLC103H_LUNG	LCLC-103H	Irinotecan	TOP1	.0025,.0080,.025,.080,.25,.80,2.53,8	1.37,-3.3,11.3,7.24,-15,-28,-82,-88	5.13,10.6,1.70,1.79,.38,9.94,2.06,2.37	8	Sigmoid	1.019166231	1.152564049	-90.38288116	2.0636
LOUNH91_LUNG	LOU-NH91	Irinotecan	TOP1	.0025,.0080,.025,.080,.25,.80,2.53,8	17.2,5.01,-17,-41,-75,-84,-89,-82	16.5,28.0,10.8,14.8,5.22,4.69,6.37,.32	8	Sigmoid	0.041087404	0.076675788	-85.35771942	3.9008
LU99_LUNG	LU99	Irinotecan	TOP1	.0025,.0080,.025,.080,.25,.80,2.53,8	-1.6,-18,-38,-75,-87,-91,-93,-93	19.5,.58,6.20,2.42,.17,2.32,.28,.12	8	Sigmoid	0.036037888	0.035251014	-92.38315582	4.895
NCIH1048_LUNG	NCI-H1048	Irinotecan	TOP1	.0025,.0080,.025,.080,.25,.80,2.53,8	12.7,-3.9,-13,-86,-93,-94,-92,-94	14.9,12.6,12.9,1.02,.070,.54,3.35,.41	8	Sigmoid	0.03831875	0.041015971	-93.24970245	4.6028
NCIH1092_LUNG	NCI-H1092	Irinotecan	TOP1	.0025,.0080,.025,.080,.25,.80,2.53,8	5.22,-15,-22,-38,-55,-90,-90,-101	10.7,12.1,.093,4.24,2.37,2.52,3.83,2.62	8	Sigmoid	0.148407474	0.142945096	-101.5405502	3.195
NCIH1184_LUNG	NCI-H1184	Irinotecan	TOP1	.0025,.0080,.025,.080,.25,.80,2.53,8	85.3,-7.1,-27,-76,-90,-92,-95,-94	27.5,1.79,.45,2.69,5.67,1.40,.54,2.01	8	Sigmoid	0.002542614	0.031542514	-97.64476013	4.533
NCIH1339_LUNG	NCI-H1339	Irinotecan	TOP1	.0025,.0080,.025,.080,.25,.80,2.53,8	-7.5,-3.1,-2.4,-18,-74,-86,-91,-94	14.6,11.0,20.7,.88,2.17,.76,1.99,.10	8	Sigmoid	0.151107356	0.15753369	-90.9539032	3.5342
NCIH1341_LUNG	NCI-H1341	Irinotecan	TOP1	.0025,.0080,.025,.080,.25,.80,2.53,8	-38,16.8,22.1,-6.5,-60,-91,-96,-97	18.0,34.5,22.3,2.33,8.89,2.80,.042,.071	8	Sigmoid	0.124247745	0.194616899	-97.59236145	3.7968
NCIH1373_LUNG	NCI-H1373	Irinotecan	TOP1	.0025,.0080,.025,.080,.25,.80,2.53,8	-5.4,-4.8,-3.1,-4.7,-1.6,-34,-61,-73	7.86,12.5,8.08,15.4,26.9,2.28,17.4,1.28	8	Sigmoid	0.992450118	1.430255294	-72.9176712	1.6349
NCIH1666_LUNG	NCI-H1666	Irinotecan	TOP1	.0025,.0080,.025,.080,.25,.80,2.53,8	-4.7,-10,-19,-30,-57,-76,-96,-104	29.4,2.45,9.69,14.4,13.5,5.07,9.16,.96	8	Sigmoid	0.315051794	0.209506392	-104.4027023	3.2599
NCIH1693_LUNG	NCI-H1693	Irinotecan	TOP1	.0025,.0080,.025,.080,.25,.80,2.53,8	1.80,-16,-4.9,-7.7,-52,-72,-89,-91	3.01,6.83,8.41,10.3,12.1,4.92,3.18,5.22	8	Sigmoid	0.285010368	0.313385129	-90.72418213	3.1318
NCIH1694_LUNG	NCI-H1694	Irinotecan	TOP1	.0025,.0080,.025,.080,.25,.80,2.53,8	-12,18.3,-7.5,-71,-93,-100,-100,-101	13.1,26.4,26.4,9.35,4.25,1.19,1.45,.51	8	Sigmoid	0.04936441	0.04943854	-100.028862	4.3177
NCIH1869_LUNG	NCI-H1869	Irinotecan	TOP1	.0025,.0080,.025,.080,.25,.80,2.53,8	19.7,7.37,11.7,8.67,-7.2,-28,-61,-89	34.4,10.1,3.37,16.0,8.27,11.6,15.9,4.39	8	Sigmoid	1.623324037	1.70174861	-88.4455719	1.8317
NCIH1915_LUNG	NCI-H1915	Irinotecan	TOP1	.0025,.0080,.025,.080,.25,.80,2.53,8	3.67,-.54,-2.2,-33,-46,-73,-90,-94	.28,2.24,10.9,9.66,1.85,.49,3.85,.29	8	Sigmoid	0.229950637	0.260307193	-95.46619415	3.1297
NCIH1975_LUNG	NCI-H1975	Irinotecan	TOP1	.0025,.0080,.025,.080,.25,.80,2.53,8	-12,1.62,.51,-2.6,-18,-45,-84,-92	8.66,3.26,1.68,8.80,2.75,1.23,.13,1.23	8	Sigmoid	0.821166694	0.853643298	-93.43221283	1.7151
NCIH2009_LUNG	NCI-H2009	Irinotecan	TOP1	.0025,.0080,.025,.080,.25,.80,2.53,8	1.61,-6.3,-4.5,-14,-49,-73,-88,-95	.48,6.95,6.72,.84,3.23,4.62,4.93,.54	8	Sigmoid	0.265948683	0.292758912	-92.97737122	2.9776
NCIH2030_LUNG	NCI-H2030	Irinotecan	TOP1	.0025,.0080,.025,.080,.25,.80,2.53,8	-3.0,1.52,-1.6,-12,-24,-57,-88,-96	.30,7.37,1.77,5.76,13.9,7.14,.77,.15	8	Sigmoid	0.55809921	0.539358318	-96.79973602	2.5802
NCIH211_LUNG	NCI-H211	Irinotecan	TOP1	.0025,.0080,.025,.080,.25,.80,2.53,8	-2.7,-2.2,-1.1,-41,-61,-83,-93,-95	4.82,6.59,7.34,7.31,5.97,15.2,1.49,.69	8	Sigmoid	0.145390123	0.156739518	-96.31321716	3.8559
NCIH2122_LUNG	NCI-H2122	Irinotecan	TOP1	.0025,.0080,.025,.080,.25,.80,2.53,8	-10,-7.2,-19,-49,-69,-86,-101,-105	7.06,48.3,17.6,10.9,16.4,5.40,1.93,.44	8	Sigmoid	0.147200644	0.089756981	-106.1528702	3.6813
NCIH2170_LUNG	NCI-H2170	Irinotecan	TOP1	.0025,.0080,.025,.080,.25,.80,2.53,8	5.29,-4.0,-4.0,-4.6,-85,-94,-95,-94	1.66,.66,3.46,1.23,2.72,.068,.25,1.31	8	Sigmoid	0.160508066	0.163862392	-94.44910431	3.5838
NCIH2172_LUNG	NCI-H2172	Irinotecan	TOP1	.0025,.0080,.025,.080,.25,.80,2.53,8	-48,-30,-12,-1.7,-23,-5.6,-154,-227	27.3,20.0,24.4,51.0,17.5,4.26,105,79.1	8	Linear	NA	0.002771225	-231.0036316	0.9265
NCIH2228_LUNG	NCI-H2228	Irinotecan	TOP1	.0025,.0080,.025,.080,.25,.80,2.53,8	2.46,-.98,-7.1,-16,-63,-85,-95,-99	14.7,13.0,1.42,.55,4.16,.77,1.56,2.11	8	Sigmoid	0.188833654	0.194996953	-96.21018982	3.0723
NCIH2286_LUNG	NCI-H2286	Irinotecan	TOP1	.0025,.0080,.025,.080,.25,.80,2.53,8	-7.4,-8.8,.55,-61,-92,-94,-96,-94	3.86,2.13,1.02,.26,1.78,.74,.55,.34	8	Sigmoid	0.072226733	0.07240358	-94.16278839	4.9054
NCIH2444_LUNG	NCI-H2444	Irinotecan	TOP1	.0025,.0080,.025,.080,.25,.80,2.53,8	-12,-14,8.49,-31,-28,-57,-84,-96	5.07,1.29,6.15,12.8,8.92,15.3,15.1,1.55	8	Sigmoid	0.799491882	0.618729711	-96.06768799	3.0533
NCIH322_LUNG	NCI-H322	Irinotecan	TOP1	.0025,.0080,.025,.080,.25,.80,2.53,8	-1.9,-10,-6.8,-14,-28,-77,-100,-104	.34,4.27,3.99,1.83,3.10,.81,1.42,.55	8	Sigmoid	0.49224335	0.433685452	-103.8418198	2.5264
NCIH3255_LUNG	NCI-H3255	Irinotecan	TOP1	.0025,.0080,.025,.080,.25,.80,2.53,8	-2.2,1.80,-7.8,-2.4,-42,-63,-92,-95	3.42,8.04,3.58,10.7,36.5,8.00,7.33,4.52	8	Sigmoid	0.58667928	0.595720112	-95.37047577	2.9401
NCIH441_LUNG	NCI-H441	Irinotecan	TOP1	.0025,.0080,.025,.080,.25,.80,2.53,8	-3.0,-8.4,-1.0,-15,-58,-81,-92,-92	10.6,11.6,1.45,10.5,.67,5.19,1.08,1.32	8	Sigmoid	0.174476415	0.199361607	-92.50319672	3.3047
NCIH520_LUNG	NCI-H520	Irinotecan	TOP1	.0025,.0080,.025,.080,.25,.80,2.53,8	-5.5,-.53,-12,-16,-57,-76,-88,-91	16.5,6.49,9.92,10.5,8.55,.46,3.14,1.64	8	Sigmoid	0.181968793	0.227801815	-91.04556274	3.2016
NCIH522_LUNG	NCI-H522	Irinotecan	TOP1	.0025,.0080,.025,.080,.25,.80,2.53,8	-6.6,-1.9,-2.7,-18,-33,-49,-77,-93	14.8,5.52,11.6,2.19,.34,7.47,14.7,4.32	8	Sigmoid	2.5711658	0.791150272	-93.0514679	2.9178
NCIH661_LUNG	NCI-H661	Irinotecan	TOP1	.0025,.0080,.025,.080,.25,.80,2.53,8	-1.7,-5.2,1.66,-1.7,-21,-72,-93,-95	3.28,3.39,4.56,2.97,14.6,17.7,3.42,1.41	8	Sigmoid	0.448869199	0.458387136	-94.632164	2.6998
NCIH727_LUNG	NCI-H727	Irinotecan	TOP1	.0025,.0080,.025,.080,.25,.80,2.53,8	-13,12.5,-2.4,17.1,-4.0,-5.1,-33,-65	15.5,9.04,21.4,14.1,17.9,13.2,22.8,18.8	8	Sigmoid	7.046247959	7.505040646	-52.54775238	1.357
NCIH810_LUNG	NCI-H810	Irinotecan	TOP1	.0025,.0080,.025,.080,.25,.80,2.53,8	-5.6,7.11,-14,-18,-32,-50,-87,-95	4.63,11.6,17.8,11.0,5.97,6.86,.93,1.77	8	Sigmoid	0.468084574	0.466829419	-95.7647171	3.0313
RERFLCAI_LUNG	RERF-LC-AI	Irinotecan	TOP1	.0025,.0080,.025,.080,.25,.80,2.53,8	-2.4,-4.0,-6.0,-20,-58,-75,-82,-87	1.59,1.46,19.2,8.82,2.61,2.17,.80,4.57	8	Sigmoid	0.159920707	0.200938895	-83.90760803	2.9952
SBC5_LUNG	SBC-5	Irinotecan	TOP1	.0025,.0080,.025,.080,.25,.80,2.53,8	-8.3,-.83,.72,12.3,-70,-96,-98,-97	3.70,2.14,9.15,.61,4.17,.54,.11,.37	8	Sigmoid	0.211055785	0.212178454	-97.11481476	3.3657
SHP77_LUNG	SHP-77	Irinotecan	TOP1	.0025,.0080,.025,.080,.25,.80,2.53,8	-8.1,49.6,-.24,16.0,-7.1,-9.3,-63,-72	1.89,2.37,5.97,30.1,6.21,3.57,13.6,5.81	8	Sigmoid	1.616379976	1.929042816	-72.45821381	1.4702
SKLU1_LUNG	SK-LU-1	Irinotecan	TOP1	.0025,.0080,.025,.080,.25,.80,2.53,8	-3.5,11.2,-1.4,-25,-44,-74,-84,-76	6.70,8.32,1.71,6.75,9.84,1.05,1.10,5.65	8	Sigmoid	0.16440092	0.246181339	-81.1618576	2.8009
SW1271_LUNG	SW 1271	Irinotecan	TOP1	.0025,.0080,.025,.080,.25,.80,2.53,8	-12,-2.7,.69,-8.4,-58,-71,-81,-88	9.49,12.2,5.36,10.2,6.79,1.39,2.42,2.74	8	Sigmoid	0.190618917	0.22140196	-80.6949234	3.0324
T3M10_LUNG	T3M-10	Irinotecan	TOP1	.0025,.0080,.025,.080,.25,.80,2.53,8	-16,-14,-.72,-17,3.60,-31,-46,-60	24.0,27.5,.74,9.58,2.35,5.20,7.39,5.16	8	Sigmoid	0.869627059	1.963816285	-56.01658249	1.4788
A549_LUNG	A549	Topotecan	TOP1	.0025,.0080,.025,.080,.25,.80,2.53,8	-8.3,1.13,-7.3,-5.8,-59,-50,-76,-98	8.10,7.10,7.07,3.10,63.4,5.79,2.08,1.27	8	Sigmoid	1.103730559	0.938382328	-97.29373169	1.8717
CAL12T_LUNG	CAL-12T	Topotecan	TOP1	.0025,.0080,.025,.080,.25,.80,2.53,8	-14,-14,-5.4,11.0,-10,-16,-70,-93	7.39,15.2,.16,16.5,9.27,2.80,1.99,3.99	8	Sigmoid	1.792771578	1.766121268	-93.20825958	1.9431
CALU1_LUNG	Calu-1	Topotecan	TOP1	.0025,.0080,.025,.080,.25,.80,2.53,8	-15,.52,-5.8,-25,-33,-32,-53,-76	4.27,3.40,4.44,2.45,7.04,.47,7.50,18.6	8	Sigmoid	8.602001496	2.019465446	-75.59962463	1.9735
CALU3_LUNG	Calu-3	Topotecan	TOP1	.0025,.0080,.025,.080,.25,.80,2.53,8	2.93,20.4,-18,-27,-36,-62,-76,-80	21.7,16.3,10.9,29.4,1.08,1.21,7.11,2.87	8	Sigmoid	0.228964597	0.459127128	-80.88937378	3.0826
CALU6_LUNG	Calu-6	Topotecan	TOP1	.0025,.0080,.025,.080,.25,.80,2.53,8	-23,4.42,-4.9,-24,-31,-40,-76,-94	22.1,14.7,17.9,36.6,9.40,4.09,.55,.75	8	Sigmoid	1.300750017	0.967333257	-94.43704224	3.0781
COLO677_LUNG	COLO-677	Topotecan	TOP1	.0025,.0080,.025,.080,.25,.80,2.53,8	.58,-5.4,4.15,-14,-54,-71,-90,-95	4.23,2.94,10.8,3.46,3.13,1.55,.52,1.70	8	Sigmoid	0.245881379	0.273624718	-93.16491699	3.0919
COLO699_LUNG	COLO-699	Topotecan	TOP1	.0025,.0080,.025,.080,.25,.80,2.53,8	-6.3,13.0,11.0,-8.0,-27,-57,-69,-75	6.58,27.4,10.4,8.81,4.53,.50,3.06,6.28	8	Sigmoid	0.356191307	0.581077933	-73.77020264	2.4799
CORL105_LUNG	COR-L105	Topotecan	TOP1	.0025,.0080,.025,.080,.25,.80,2.53,8	-.56,-18,14.5,9.07,11.8,-25,-38,-78	1.20,15.0,5.14,51.4,9.75,8.45,3.63,3.46	8	Sigmoid	4.602005959	3.35720396	-77.75193787	1.1709
